n,y,area_type,value
India,2018,rural,905.13254401
India,2019,rural,908.3744992205599
India,2020,rural,910.78395223702
India,2025,rural,881.3456433862517
India,2030,rural,869.0326581351796
India,2035,rural,849.4538792457263
India,2040,rural,823.5533572582661
India,2045,rural,792.240512018501
India,2050,rural,756.8068651141945
India,2055,rural,719.7656444975391
India,2060,rural,682.0209619829993
India,2065,rural,643.6709893713869
India,2070,rural,605.4171216973414
India,2075,rural,567.434464590581
India,2080,rural,530.3106238279634
India,2085,rural,494.74568638180597
India,2090,rural,461.22781443202757
India,2095,rural,429.8374555557498
India,2100,rural,400.66507116859384
Maldives,2011,rural,0.2336587
Maldives,2012,rural,0.24465869999999998
Maldives,2013,rural,0.24926
Maldives,2014,rural,0.2599548
Maldives,2015,rural,0.2704724
Maldives,2016,rural,0.27470700000000003
Maldives,2017,rural,0.284914
Maldives,2018,rural,0.2949408
Maldives,2019,rural,0.29880999999999996
Maldives,2020,rural,0.3025881
Maldives,2025,rural,0.30109330199999995
Maldives,2030,rural,0.3008942608
Maldives,2035,rural,0.29784588040000004
Maldives,2040,rural,0.29356876656
Maldives,2045,rural,0.2885754894
Maldives,2050,rural,0.2823487073
Maldives,2055,rural,0.27430072276000006
Maldives,2060,rural,0.26447790736
Maldives,2065,rural,0.25280223228
Maldives,2070,rural,0.23994993693999989
Maldives,2075,rural,0.22610057700999997
Maldives,2080,rural,0.21143334051999996
Maldives,2085,rural,0.19623079364000007
Maldives,2090,rural,0.18114888815999997
Maldives,2095,rural,0.16695212940000015
Maldives,2100,rural,0.15417131672999995
Nepal,2011,rural,22.6046484
Nepal,2012,rural,22.5587286
Nepal,2013,rural,22.502253
Nepal,2014,rural,22.467222800000002
Nepal,2015,rural,22.486412299999998
Nepal,2016,rural,22.5827588
Nepal,2017,rural,22.7311152
Nepal,2018,rural,22.882126
Nepal,2019,rural,23.019890099999998
Nepal,2020,rural,23.310944
Nepal,2025,rural,23.53004077074
Nepal,2030,rural,23.794682630400004
Nepal,2035,rural,23.7421756416
Nepal,2040,rural,23.44318351652
Nepal,2045,rural,22.96613804265
Nepal,2050,rural,22.348039534079998
Nepal,2055,rural,21.612522421199998
Nepal,2060,rural,20.761609007660002
Nepal,2065,rural,19.847257209499997
Nepal,2070,rural,18.89484286742
Nepal,2075,rural,17.922197633339998
Nepal,2080,rural,16.943151709199995
Nepal,2085,rural,15.96187099593
Nepal,2090,rural,14.99992407105
Nepal,2095,rural,14.083465659509997
Nepal,2100,rural,13.239957674299998
Pakistan,2011,rural,128.688828
Pakistan,2012,rural,130.6114832
Pakistan,2013,rural,132.2122658
Pakistan,2014,rural,133.65693249999998
Pakistan,2015,rural,134.96594779999998
Pakistan,2016,rural,136.1531632
Pakistan,2017,rural,137.5268004
Pakistan,2018,rural,139.1637982
Pakistan,2019,rural,140.88035969999999
Pakistan,2020,rural,142.76112
Pakistan,2025,rural,143.58354513111
Pakistan,2030,rural,149.8282755926
Pakistan,2035,rural,155.1606817288
Pakistan,2040,rural,159.308736175
Pakistan,2045,rural,162.24199275988002
Pakistan,2050,rural,164.18766594321
Pakistan,2055,rural,165.04470298767006
Pakistan,2060,rural,164.96481659539998
Pakistan,2065,rural,163.82799444088005
Pakistan,2070,rural,161.73736291836002
Pakistan,2075,rural,158.77653170105998
Pakistan,2080,rural,155.08343841965007
Pakistan,2085,rural,150.95065181650006
Pakistan,2090,rural,146.59264719461999
Pakistan,2095,rural,142.0821318062401
Pakistan,2100,rural,137.51797467974
Sri Lanka,2011,rural,17.0611854
Sri Lanka,2012,rural,17.1952008
Sri Lanka,2013,rural,17.2847626
Sri Lanka,2014,rural,17.370496799999998
Sri Lanka,2015,rural,17.4441696
Sri Lanka,2016,rural,17.5059527
Sri Lanka,2017,rural,17.555601600000003
Sri Lanka,2018,rural,17.5928792
Sri Lanka,2019,rural,17.626347499999998
Sri Lanka,2020,rural,17.6555364
Sri Lanka,2025,rural,17.23196632345
Sri Lanka,2030,rural,17.02745213004
Sri Lanka,2035,rural,16.70874365736
Sri Lanka,2040,rural,16.28964726832
Sri Lanka,2045,rural,15.76443102848
Sri Lanka,2050,rural,15.1474355633
Sri Lanka,2055,rural,14.469280406350002
Sri Lanka,2060,rural,13.760303536239999
Sri Lanka,2065,rural,13.0436262136
Sri Lanka,2070,rural,12.331724076
Sri Lanka,2075,rural,11.621160386459998
Sri Lanka,2080,rural,10.919052433909998
Sri Lanka,2085,rural,10.235908657589999
Sri Lanka,2090,rural,9.57349979652
Sri Lanka,2095,rural,8.935732154130001
Sri Lanka,2100,rural,8.324570390399998
